,titulo,link,Marca,Linha,Modelo,Memória interna,Memória RAM,Com ranhura para cartão de memória,Capacidade máxima do cartão de memória,Nome do sistema operacional,Versão original do sistema operacional,Última versão compatível do sistema operacional,Camada original de personalização do sistema operacional,Última camada compatível de personalização do sistema operacional,Resolução da câmera traseira principal,Resolução de vídeo da câmera traseira,Resolução da câmera frontal principal,Com câmera,Quantidade de câmeras traseiras,Resolução das câmeras traseiras,Abertura do diafragma da câmera traseira,Quantidade de câmeras frontais,Resolução de vídeo da câmera frontal,Abertura do diafragma da câmera frontal,Com flash na câmara frontal,Zoom óptico,Zoom digital,Com teclado QWERTY físico,É resistente a salpicos,É resistente à água,É à prova d'água,É resistente ao pó,Classificação IP,Modelo do processador,Modelos de CPU,Quantidade de núcleos do processador,Velocidade do processador,Com acelerômetro,Com sensor de proximidade,Com giroscópio,Com bússola,Com barômetro,É Dual SIM,Quantidade de ranhuras para cartão SIM,Tamanhos de cartão SIM compatíveis,Com eSIM,Mês de lançamento,Ano de lançamento,Peso,Tamanho da tela,Tipo de resolução da tela,Resolução da tela,Tecnologia da tela,Tipo de tela,Pixels por polegada,Brilho máximo da tela,Com tela tátil,Capacidade da bateria,Tipo de bateria,Com carregamento rápido,Com carregamento sem fio,Com bateria removível,Autonomia em standby,Autonomia de conversação,Com leitor de impressão digital,Com reconhecimento facial,Altura x Largura x Profundidade,Rede,Tipo de conector de carregamento,Com conector USB,Com jack 3.5,Com Wi-Fi,Com GPS,Com Bluetooth,Com NFC,Com mini HDMI,Com radio,Com sintonizador de TV,Com IMEI,Operadora,Inclui lápis,descricao,Quantidade de eSIMs,Proporção da tela,Modelo de GPU,Com sensor de frequência cardíaca,Características principais das câmeras,Taxa de atualização da tela,É resistente a quedas,Versão,Modelo detalhado,Tipos de cartão de memória,Edição do sistema operacional,Tipos de câmeras traseiras,Tipos de câmeras frontais,Resolução das câmeras frontais,Com reconhecimento de mão,Com reconhecimento de íris,Origem,Com tela dobrável,Resolução da tela dobrada,Proporção da tela dobrada,Resolução da tela dobrada secundária,Proporção da tela dobrada secundária,Tecnologia da tela secundária,Resolução da tela secundária,Proporção da tela secundária,Com tela secundária tátil,É kit,Altura x Largura,Cor,Pixels por polegada da tela dobrada,Pixels por polegada da tela secundária,Brilho máximo da tela secundária,Zoom híbrido
0,Apple iPhone XS 64gb Cinza ( Super Oferta ) 12x S/ Juros,https://produto.mercadolivre.com.br/MLB-1836424459-apple-iphone-xs-64gb-cinza-super-oferta-12x-s-juros-_JM,Apple,iPhone,iPhone XS,64 GB,4 GB,Não,,iOS,12,14,MIUI 12,MIUI 12,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,2,12 Mpx/12 Mpx,f 1.8/f 2.4,1,1920 px x 1080 px,f 2.2,Não,2x,10x,Não,Sim,Sim,Não,Sim,IP68,Apple A12 Bionic,"2x2.5 GHz Vortex,4x1.6 GHz Tempest",6,2.5 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Não,Setembro,2018,177 g,"5.8 """,Full HD+,1125 px x 2436 px,OLED,,458 ppi,625 cd/m²,Sim,2658 mAh,Íon de lítio,Sim,Sim,Não,240 h,20 h,Não,Sim,143.6 mm x 70.9 mm x 7.7 mm,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,"Iphone Xs 64gb vitrine ( exposição ) - Original Apple Com Garantia - COM FRETE GRÁTIS PARA MAIORIA DO PAÍS --------------------------------------------------------------------------------------------------------------------- DESCRIÇÃO DO PRODUTO: - Exposto por 12 meses. - Garantia de 30 dias . - NÃO ACOMPANHA nota fiscal, caixa ou qualquer acessório original. - Acompanha como BRINDE carregador + cabo de ótima qualidade de marca similar. - Parcelamos em até 12 X SEM JUROS. -------------------------------------------------------------------------------------------------------------------------------------- IMPORTANTE SABER: - NÃO possui defeitos, NEM tela trincada, - PRODUTO ORIGINAL COM NRO DE IMEI PARA CONSULTA NA ANATEL, DESBLOQUEADO PARA TODAS AS OPERADORAS. - FRETE GRÁTIS PARA TODO PAÍS ( Consultar algumas regiões que não são cobertas devido ao custo alto não coberto pelo Mercado Livre). - Postamos em menos de 24h úteis. - Após a compra , receberá um canal direto e equipe pós venda para ajuda 24h/por dia. -------------------------------------------------------------------------------------------------------------------------------------- PORQUE COMPRAR CONOSCO. 1. Somente enviamos via Mercado Pago, dessa forma só receberemos o dinheiro da compra após sua qualificação e sua confirmação que a descrição do produto confere com o que for recebido. 2. A compra via Mercado Envios tem seguro, ou seja, além de oferecermos o frete grátis, o produto tem seguro e caso haja Extravio você receberá seu dinheiro de volta. 3. Reputação de 100% de aprovação, o que demonstra nosso comprometimento com o cliente. 4. Além disso, damos mais 30 dias de garantia ,após o recebimento do produto. 5. Envio do produto em ATÉ 24 h úteis após aprovação da compra. ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- REGRAS DE ENVIO: POSTAGEM ATÉ 24 H ÚTEIS, APÓS APROVAÇÃO PELO MERCADO PAGO. -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- PERGUNTAS FREQUENTES: 1.PRODUTO ORIGINAL? SIM. SOMENTE TRABALHAMOS COM PRODUTOS ORIGINAIS. 2.QD SERÁ ENVIADO? POSSO RETIRAR? R PRODUTO SERÁ ENVIADO EM ATÉ 1 DIA ÚTIL , APÓS A APROVAÇÃO DA COMPRA PELO MERCADO PAGO. ENVIOS , APENAS PELOS CORREIOS, POIS HÁ SEGURO NO MERCADO ENVIOS. 3.OS ACESSÓRIOS SÃO ORIGINAIS? R SIMILARES DE ALTA QUALIDADE.",,19.5 - 9,,,,60 Hz,Não,,,,,,,,,,,,,,,,,,,,,,,,,,
0,iPhone 6 Plus 64 Gb - Prata - Em Perfeita Condições,https://produto.mercadolivre.com.br/MLB-1775966753-iphone-6-plus-64-gb-prata-em-perfeita-condicoes-_JM,Apple,iPhone,iPhone 6 Plus,64 GB,1 GB,Não,,iOS,8,,MIUI 12,,8 Mpx,1920 px x 1080 px,1.2 Mpx,Sim,1,12 Mpx/12 Mpx,f 2.2,,1280 px x 720 px,,Não,,3x,Não,Não,,Não,Sim,IP67,Apple A8,2x1.4 GHz Typhoon,2,1.4 GHz,Sim,Sim,Sim,,Sim,Não,1,Nano-SIM,Não,Setembro,,172 g,"5.5 """,Full HD+,1080 px x 1920 px,IPS,Dot Drop Display,401 ppi,500 cd/m²,Sim,2915 mAh,Íon de lítio,,Sim,Não,384 h,24 h,Sim,Não,158.1 mm x 77.8 mm x 7.1 mm,4G/LTE,Lightning,Sim,,Sim,Sim,Sim,,Não,Não,Não,Sim,Desbloqueado,,"iPhone 6 Plus com 64 GB de memória. Espaço suficiente para você salvar seus vídeos e suas fotos, registrando os momentos importantes da vida. O aparelho está em excelente condições de uso e o sensor de impressão digital funciona perfeitamente, proporcionando segurança onde somente você poderá desbloqueá-lo. Bateria Capacidade Máxima - 51%",,20 - 9,,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Celular,https://produto.mercadolivre.com.br/MLB-1809203501-celular-_JM,Apple,iPhone,iPhone 8,128 GB,2 GB,Não,,iOS,11,14,,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,1,,f 1.8,1,1920 px x 1080 px,f 2.2,Não,,5x,Não,Sim,Sim,Não,Sim,IP67,Apple A11 Bionic,"2x2.4 GHz Monsoon,4x1.6 GHz Mistral",6,2.4 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Não,Setembro,2017,148 g,"4.7 """,,750 px x 1334 px,IPS,,326 ppi,625 cd/m²,Sim,1821 mAh,Íon de lítio,Sim,Sim,Não,240 h,14 h,Sim,Não,138.4 mm x 67.3 mm x 7.3 mm,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,iPhone 8 sem riscos novo com nota e carregador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Seminovo: iPhone 8 64gb Cinza Tela 4.7  Ios 4g Câmera 12mp,https://produto.mercadolivre.com.br/MLB-1758653464-seminovo-iphone-8-64gb-cinza-tela-47-ios-4g-cmera-12mp-_JM,Apple,iPhone,iPhone 8,64 GB,2 GB,Não,,iOS,11,14,,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,1,12 Mpx/12 Mpx,f 1.8,1,1920 px x 1080 px,f 2.2,Não,,5x,Não,Sim,Sim,Não,Sim,IP67,Apple A11 Bionic,"2x2.4 GHz Monsoon,4x1.6 GHz Mistral",6,2.4 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Não,Setembro,2017,148 g,"4.7 """,Full HD+,750 px x 1334 px,IPS,,326 ppi,625 cd/m²,Sim,1821 mAh,Íon de lítio,Sim,Sim,Não,240 h,14 h,Sim,Não,138.4 mm x 67.3 mm x 7.3 mm,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,Não,Iphone 8 64GB Semi-Novo Iphone Vitrine,,19.5 - 9,,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Compro Qualquer iPhone Acima Do 6 Com Qualquer Defeito,https://produto.mercadolivre.com.br/MLB-1813204372-compro-qualquer-iphone-acima-do-6-com-qualquer-defeito-_JM,Apple,iPhone,iPhone 7 Plus,128 GB,3 GB,Não,,iOS,10.0.1,14,,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,2,12 Mpx/12 Mpx,f 1.8/f 2.8,1,1920 px x 1080 px,f 2.2,Não,2x,10x,Não,Sim,Sim,Não,Sim,IP67,Apple A10 Fusion,"2x2.34 GHz Hurricane,2x2.34 GHz Zephyr",4,2.34 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Não,Setembro,2016,188 g,"5.5 """,HD,1080 px x 1920 px,IPS,Retina,401 ppi,625 cd/m²,Sim,2900 mAh,Íon de lítio,,Sim,Não,384 h,21 h,Sim,Não,158.2 mm x 77.9 mm x 7.3 mm,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,O vendedor não inseriu a descrição do produto,,19.5 - 9,PowerVR Series7XT Plus,,"Portrait mode,Optical image stabilization,Six-element lens,Quad-LED True Tone flash,Panorama (up to 63MP),Sapphire crystal lens cover,Backside illumination sensor,Hybrid IR filter,Autofocus with Focus Pixels,Tap to focus with Focus Pixels,Live P",60 Hz,Não,,,,,,,,,,,,,,,,,,,,,,,,,,
0, iPhone 6s Plus 32 Gb Ouro,https://produto.mercadolivre.com.br/MLB-1832573805-iphone-6s-plus-32-gb-ouro-_JM,Apple,iPhone,iPhone 6s Plus,32 GB,2 GB,Não,,iOS,9,14,MIUI 12,,12 Mpx,3840 px x 2160 px,5 Mpx,Sim,1,12 Mpx/12 Mpx,f 2.2,1,1280 px x 720 px,f 2.2,Não,,5x,Não,Não,,Não,Sim,IP67,Apple A9,2x1.84 GHz Twister,2,1.84 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Não,Setembro,2015,192 g,"5.5 """,Full HD+,1080 px x 1920 px,IPS,Dot Drop Display,401 ppi,500 cd/m²,Sim,2750 mAh,Íon de lítio,,Sim,Não,384 h,24 h,Sim,Não,158.2 mm x 77.9 mm x 7.3 mm,4G/LTE,Lightning,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,Descrição - iPhone 6s plus 32gb Ouro Usado em perfeito estado de conservação. (FOTOS ORIGINAIS DO APARELHO E ACESSÓRIOS A SEREM ENVIADO) #504 Acompanha acessórios: - Cabo usb (original) - Fone (original) - 1 Capinha(Brinde) - Chave de chip - Caixa do aparelho condições: - Funcionando tudo ok - iCloud ok - Bateria Saúde 100% - Desbloqueado para todas operadora - Câmeras ok - Digital ok - Botão ok - Wi-fi ok - Com poucas marcas de uso que não interfere em nada no funcionamento. Tire suas Duvidas peça caixa de mensagens.,,,PowerVR GT7600,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Apple iPhone 7 32 Gb De Vitrine Mostruario + Nf,https://produto.mercadolivre.com.br/MLB-1771425531-apple-iphone-7-32-gb-de-vitrine-mostruario-nf-_JM,Apple,iPhone,iPhone 7,32 GB,2 GB,Não,,iOS,10.0.1,14,,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,1,12 Mpx/12 Mpx,f 1.8,1,1920 px x 1080 px,f 2.2,Não,,5x,Não,Sim,Sim,Não,Sim,IP67,Apple A10 Fusion,"2x2.34 GHz Hurricane,2x2.34 GHz Zephyr",4,2.34 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Não,Setembro,2016,138 g,"4.7 """,,750 px x 1334 px,IPS,Retina,326 ppi,625 cd/m²,Sim,1960 mAh,Íon de lítio,,Sim,Não,240 h,14 h,Sim,Não,138.3 mm x 67.1 mm x 7.1 mm,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,Não,"PRIME IMPORTSS Iphone 7 32gb 12X SEM JUROS CELULAR ORIGINAL DE EXPOSICAO COM FRETE GRÁTIS PARA MAIORIA DO PAÍS. ***** ATENÇÃO ***** - CONSULTAR CORES DISPONIVEIS - FOTOS ILUSTRATIVAS - PODE CONTER ALGUMAS MARCAS DE USO  Atenção: Postamos em até 24 h úteis. --------------------------------------------------------------------------------------------------------------------- DESCRIÇÃO DO PRODUTO: -Exposto por 12 meses. - Garantia 90 dias . ACOMPANHA NOTA FISCAL ACOMPANHA CABO CARREGADOR SIMILAR DE OTIMA QUALIDADE  - Consultar a cor por favor acima do botão comprar. - Parcelamos em até 12 X SEM JUROS. --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- IMPORTANTE SABER: - NÃO possui defeitos, NEM tela trincada, pode conter alguma pequena marca nas laterais pois ja foi manuseado. - PRODUTO ORIGINAL COM NRO DE IMEI PARA CONSULTA NA ANATEL, DESBLOQUEADO PARA TODAS AS OPERADORAS. - FRETE GRÁTIS PARA TODO PAÍS ( Consultar algumas regiões que não são cobertas devido ao custo alto não coberto pelo Mercado Livre). - Postamos em menos de 24h úteis. - Após a compra , receberá um canal direto e equipe pós venda para ajuda 24h/por dia. --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- ACOMPANHA OS SEGUINTES ITENS COMO BRINDE carregador de marca similar de otima qualidade",,19.5 - 9,PowerVR Series7XT Plus,Não,"Optical image stabilization,Sixelement lens,Quad-LED True Tone flash,Panorama (up to 63MP),Sapphire crystal lens cover,Backside illumination sensor,Hybrid IR filter,Autofocus with Focus Pixels,Tap to focus with Focus Pixels,Live Photos with s...",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Smartphone iPhone Apple 6s Space Grey 32gb Novo Lacrado,https://produto.mercadolivre.com.br/MLB-1794765193-smartphone-iphone-apple-6s-space-grey-32gb-novo-lacrado-_JM,Apple,iPhone,iPhone 6s Plus,32 GB,2 GB,Não,,iOS,9,14,0,0,12 Mpx,3840 px x 2160 px,5 Mpx,Sim,1,12 Mpx/12 Mpx,f 2.2,1,1280 px x 720 px,f 2.2,Não,,5x,Não,Não,Não,Não,Sim,IP67,Apple A9,2x1.84 GHz Twister,2,1.84 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Não,Setembro,2015,192 g,"5.5 """,Full HD+,1080 px x 1920 px,IPS,0,401 ppi,500 cd/m²,Sim,2750 mAh,Íon de lítio,Não,Sim,Não,384 h,24 h,Sim,Não,158.2 mm x 77.9 mm x 7.3 mm,4G/LTE,Lightning,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,"PREZADOS CLIENTES, NÃO ENVIAMOS PARA OS ESTADOS DO AM/CE/MS/RN/RR/RO 1- PRODUTOS COM ESTOQUE PRÓPRIO, SERÁ ENVIADO NO MESMO DIA, DESDE QUE O PAGAMENTO SEJA CONFIRMADO ATE AS 14 HORAS...PRODUTOS COM ESTOQUE DO FORNECEDOR, ENVIO SERÁ EM ATÉ 10 DIAS, APÓS CONFIRMAÇÃO DO PAGAMENTO. PAGAMENTO EFETUADO EM BOLETO, PODE DEMORAR ATÉ 72H PARA LIBERAÇÃO. 2- NÃO COMERCIALIZAMOS PRODUTOS RECON. E FORA DA SUA EMBALAGEM ORIGINAL. 3- PRODUTOS LACRADOS E COM GARANTIA. 4- TODOS PRODUTOS POR NÓS ANUNCIADOS, ESTÃO EM SUA EMBALAGEM ORIGINAL E LACRADAS. 5- FATURAMOS SOMENTE PARA PESSOA FÍSICA. (PJ FAVOR CONSULTAR ANTES) Apple iPhone 6s O iPhone 6s faz parte da nona geração de smartphones da Apple, sendo seus destaques a presença do ""3D touch"" e a câmera repaginada para 12MP, quebrando um dos estigmas de versões anteriores de telefones Apple. Display: 4.7"" Sistema Operacional: iOS 11.3 Câmera Primária: 12 MP Gravação de Vídeo: 2160p Resolução: 750 x 1334px Capacidade: 32GB, 2 GB RAM REDE Tecnologia GSM / CDMA / HSPA / EVDO / LTE Bandas 2G GSM 850/900/1800/1900 Bandas 3G HSDPA 850/900/1700/1900/2100 Velocidade HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps, EV-DO Rev.A 3.1 Mbps Bandas 4G Banda LTE 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700) ESTRUTURA Dimensões 138.3 x 67.1 x 7.1 mm Peso 143 g SIM Card Nano SIM Corpo Vidro frontal, corpo em alumínio CÂMERA Primária 12 MP (f/2.2, 29mm, 1/3"", 1.22µm), flash em dois tons Vídeo 2160p@30fps, 1080p@60fps,1080p@120fps, 720p@240fps Secundária 5 MP (f/2.2, 31mm), 1080p@30fps, 720p@240fps, detecção de rostos Recursos 4k, HDR",0,20 - 9,PowerVR GT7600,Não,0,,Não,Global,MNOW2,nenhum,IOS,Regular,Regular,0,Não,Não,0,Não,0,0,0,0,0,0,0,Não,,,,,,,
0,iPhone 7 Plus 256 Gb Preto-fosco(imperdivel),https://produto.mercadolivre.com.br/MLB-1750511331-iphone-7-plus-256-gb-preto-foscoimperdivel-_JM,Apple,iPhone,iPhone 7 Plus,256 GB,3 GB,Não,,iOS,10.0.1,14,,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,2,12 Mpx/12 Mpx,f 1.8/f 2.8,1,1920 px x 1080 px,f 2.2,Não,2x,10x,Não,Sim,Sim,Não,Sim,IP67,Apple A10 Fusion,"2x2.34 GHz Hurricane,2x2.34 GHz Zephyr",4,2.34 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Não,Setembro,2016,188 g,"5.5 """,HD,1080 px x 1920 px,IPS,Retina,401 ppi,625 cd/m²,Sim,2900 mAh,Íon de lítio,,Sim,Não,384 h,21 h,Sim,Não,158.2 mm x 77.9 mm x 7.3 mm,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,"Desconto para pagamento a vista - CONSULTE CONDIÇÕES*** ------------------------------------------------------------------------------------------------ iPhone 7 PLUS 256GB de armazenamento, bem conservado, sempre utilizado com case bunker e pelicula.  PRETO MATTE/FOSCO (com 6 meses de uso mai/2019 até nov/2019) Utilizado apenas 01 conta de Icloud** Saude bateria: 86% Fotos detalhadas. não sou loja, sou pessoa física normal, ganho um aparelho novo cada semestre da empresa para uso comercial. VALOR APENAS DO APARELHO - NÃO ACOMPANHA FONES/CAIXA (por isso ta abaixo da média de preço deste modelo usado aqui).",,19.5 - 9,PowerVR Series7XT Plus,Não,"Portrait mode,Optical image stabilization,Sixelement lens,Quad-LED True Tone flash,Panorama (up to 63MP),Sapphire crystal lens cover,Backside illumination sensor,Hybrid IR filter,Autofocus with Focus Pixels,Tap to focus with Focus Pixels,Liv...",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"iPhone 6s Apple Com 3d Touch, Ios 13, 4g Wi-fi 32gb Mn0w2bra",https://produto.mercadolivre.com.br/MLB-1663301595-iphone-6s-apple-com-3d-touch-ios-13-4g-wi-fi-32gb-mn0w2bra-_JM,Apple,iPhone,iPhone 6s,32 GB,2 GB,Não,,iOS,9,14,MIUI 12,,12 Mpx,3840 px x 2160 px,5 Mpx,Sim,1,12 Mpx/12 Mpx,f 2.2,1,1280 px x 720 px,f 2.2,Não,,5x,Não,Não,Não,Não,Sim,IP67,Apple A9,2x1.84 GHz Twister,2,1.84 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Não,Setembro,2015,143 g,"4.7 """,Full HD+,750 px x 1334 px,IPS,Dot Drop Display,326 ppi,500 cd/m²,Sim,1715 mAh,Íon de lítio,,Sim,Não,240 h,14 h,Sim,Não,138.3 mm x 67.1 mm x 7.1 mm,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,"Mais para ver Com sua tela grande IPS de 4.7"", desfrute de cores intensas e maior clareza em todo o seu conteúdo. O espaço que você precisa Com sua memória interna de 32 GB, baixe seus aplicativos favoritos e salve todas as fotos e vídeos que você quiser! Momentos únicos, capturas reais Capture seus melhores momentos e reviva-os sempre que quiser com a câmera traseira de 12 Mpx.  Além disso, o dispositivo tem uma câmera frontal de 5 Mpx para que possa tirar-se selfies divertidas ou fazer videochamadas. Máxima segurança Graças ao sensor de impressões digitais, você terá acesso ao seu telefone de forma segura e poderá desbloqueá-lo automaticamente com apenas um toque.",,,PowerVR GT7600,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,iPhone 7 - 6 Meses De Uso/usado Apenas Para Trabalhar !!!,https://produto.mercadolivre.com.br/MLB-1779558642-iphone-7-6-meses-de-usousado-apenas-para-trabalhar--_JM,Apple,iPhone,iPhone 7,32 GB,2 GB,Não,,iOS,10.0.1,14,,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,1,12 Mpx/12 Mpx,f 1.8,1,1920 px x 1080 px,f 2.2,Não,,5x,Não,Sim,Sim,Não,Sim,IP67,Apple A10 Fusion,"2x2.34 GHz Hurricane,2x2.34 GHz Zephyr",4,2.34 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Não,Setembro,2016,138 g,"4.7 """,HD,750 px x 1334 px,IPS,Retina,326 ppi,625 cd/m²,Sim,1960 mAh,Íon de lítio,Sim,Sim,Não,240 h,14 h,Sim,Não,138.3 mm x 67.1 mm x 7.1 mm,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,Não,"iPhone 7  Seminovo, usado apenas para trabalho; Carregador incluso-ok Botão da Digital- ok Tela - sem trincos ou riscos - ok Foi usado com película- ok Possui apenas algumas marcas de uso o que é normal !!!  Celular não apresenta problemas de funcionamento!!!  Não trava-ok Carrega rápido  Se procura um iPhone com custo benefício, esse aqui é o que está procurando sem dúvida!!!  Envio rápido e 100% limpo e restaurado !!!",,19.5 - 9,PowerVR Series7XT Plus,Não,"Optical image stabilization,Six-element lens,Quad-LED True Tone flash,Panorama (up to 63MP),Sapphire crystal lens cover,Backside illumination sensor,Hybrid IR filter,Autofocus with Focus Pixels,Tap to focus with Focus Pixels,Live Photos with stab",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,iPhone 11 Pro Max 64gb Prata,https://produto.mercadolivre.com.br/MLB-1770098602-iphone-11-pro-max-64gb-prata-_JM,Apple,iPhone,iPhone 11 Pro Max,64 GB,4 GB,Não,512 GB,iOS,13,14,MIUI 12,,12 Mpx,3840 px x 2160 px,12 Mpx,Sim,3,12 Mpx/12 Mpx/12 Mpx,f 1.8/f 2.0/f 2.4,1,3840 px x 2160 px,f 2.2,Não,2x,10x,Não,Sim,Sim,Não,Sim,IP68,Apple A13 Bionic,"2x2.65 GHz Lightning,4x1.8 GHz Thunder",6,2.65 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Sim,Setembro,2019,226 g,"6.5 """,Full HD+,1242 px x 2688 px,OLED,Super Retina XDR,458 ppi,1200 cd/m²,Sim,3969 mAh,Íon de lítio,Sim,Sim,Não,240 h,,Não,Sim,158 mm x 77.8 mm x 8.1 mm,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,Não,"Celular em excelente condição, com 3 capinhas originais, 2 em couro e uma de silicone. saúde da bateria 93%",1,19.5 - 9,Apple GPU MP4,Não,"Portrait mode with advanced bokeh and Depth Control,Portrait Lighting with six effects (Natural,Studio,Contour,Stage,Stage Mono,High-Key Mono),Dual optical image stabilization (Wide and Telephoto),Fiveelement lens (Ultra Wide),Six-element len...",60 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,iPhone 11 Pro 64 Gb Cinza-espacial - Novo - Com Garantia!,https://produto.mercadolivre.com.br/MLB-1799280854-iphone-11-pro-64-gb-cinza-espacial-novo-com-garantia-_JM,Apple,iPhone,iPhone 11 Pro,64 GB,4 GB,Não,512 GB,iOS,13,14,MIUI 12,,12 Mpx,3840 px x 2160 px,12 Mpx,Sim,3,12 Mpx/12 Mpx/12 Mpx,f 1.8/f 2.0/f 2.4,1,3840 px x 2160 px,f 2.2,Não,2x,10x,Não,Sim,Sim,Não,Sim,IP68,Apple A13 Bionic,"2x2.65 GHz Lightning,4x1.8 GHz Thunder",6,2.65 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Sim,Setembro,2019,188 g,"5.8 """,Full HD+,1125 px x 2436 px,OLED,,458 ppi,1200 cd/m²,Sim,3190 mAh,Íon de lítio,Sim,Sim,Não,240 h,,Não,Sim,144 mm x 71.4 mm x 8.1 mm,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,"OPORTUNIDADE!!  - Iphone 11 pro 64 Gb novo, nunca usado! - Bateria 100% - Homologado pela anatel - Com 3 meses de garantia pela apple a partir do dia 23/02/2021 (dia que recebi o aparelho) - Não acompanha caixa e acessórios. Motivo da venda: Levei meu aparelho anterior para apple consertar, porém a fabricante substituiu por um novo aparelho. Nesse tempo de espera pelo conserto, acabei comprando um outro aparelho, agora estou com dois. Não quero lucrar em cima, apenas receber o que eu paguei!",1,19.5 - 9,Apple GPU,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
